osm_id,lon,lat,name
43145058,4.8262826,51.5887741,Breda-Noord
43177289,4.8329552,51.5959019,Breda-Noord
43184343,4.7232074,51.598437,Breda-Noord
43185491,5.5112197,51.5975345,Eerde
43188094,4.818953,51.599233,Digit Parc
43188777,4.818575,51.5992542,Digit Parc
43191235,4.8163168,51.5999654,Havens 9100-9125
43191938,4.8094859,51.6005631,Havens 9100-9125
43206042,4.4999361,51.6044985,Stampersgat
43212367,4.5006721,51.6064943,Stampersgat
43213394,4.7195081,51.606124,Breda-Noord
43215395,5.5088535,51.6071125,Eerde
43255659,4.5134638,51.6210452,Standdaarbuiten
43257976,4.5143633,51.6213461,Standdaarbuiten
43265327,4.8677646,51.6238117,Oosterhout-Zuid
43283024,5.5072793,51.627676,Veghel
43286895,4.8730889,51.6287321,Oosterhout-Zuid
43302008,4.8779259,51.6330077,Oosterhout-Oost
43306743,3.7028088,51.6341515,Deltapark Neeltje Jans
43308750,5.9253828,51.634118,Boxmeer
43309760,3.7051242,51.6352674,Deltapark Neeltje Jans
43312466,4.5287329,51.6359496,Knooppunt Noordhoek
43313802,4.543337,51.6356153,Knooppunt Noordhoek
43315911,5.5628312,51.6369173,Veghel-Noord
43324401,5.574501,51.6392646,Veghel-Noord
43325137,4.5504762,51.6392756,Knooppunt Noordhoek
43325478,4.6970442,51.6389736,Knooppunt Zonzeel
43337307,5.9193385,51.6432891,Boxmeer
43347971,5.3082208,51.6461639,Vught
43348871,4.462597,51.6447234,Fijnaart
43359483,4.8826696,51.6474506,Oosterhout
43360072,4.4507865,51.6473963,Fijnaart
43366083,5.5960029,51.6490309,Volkel
43370379,4.5662808,51.6499313,Zevenbergen
43372686,4.8751028,51.6499104,Centrum-Oost
43379553,4.8821491,51.6519845,Oosterhout
43379677,4.86692,51.65189,Centrum-Oost
43382161,5.5988267,51.6522964,Volkel
43388995,5.3036798,51.6537898,Vught
43389774,4.85824,51.6543099,Centrum-West
43391297,4.8552,51.65469,Centrum-West
